College_Name,State,Stream,Degree,Fee
Himgiri Zee University ,Uttarakhand,Engineering,UG,90000
Swami Rama Himalayan University ,Uttarakhand,Engineering,UG,212250
"Tula's Institute, Dehradun ",Uttarakhand,Engineering,UG,112500
THDC Institute of Hydro Power Engineering and ,Uttarakhand,Engineering,UG,73500
College of Engineering ,Uttarakhand,Engineering,UG,136150
Shivalik College of Engineering ,Uttarakhand,Engineering,UG,101400
Women Institute of Technology ,Uttarakhand,Engineering,UG,75500
Indian Institute of Aeronautical Engineering ,Uttarakhand,Engineering,UG,300000
Indira Gandhi National Forest Academy ,Uttarakhand,Engineering,UG,184500
"Bipin Tripathi Kumaon Institute of Technology, Almora ",Uttarakhand,Engineering,UG,71150
Govind Ballabh Pant Engineering College ,Uttarakhand,Engineering,UG,69015
BFIT Group of Institutions ,Uttarakhand,Engineering,UG,35000
Dev Bhoomi Institute of Technology ,Uttarakhand,Engineering,UG,119700
Graphic Era Hill University Bhimtal Campus ,Uttarakhand,Engineering,UG,275600
Indian Institute of Management ,Tamil nadu,Management,UG,1190000
"Department of Management Studies, IIT Madras ",Tamil nadu,Management,UG,11200
"NIT Trichy, Tiruchirappalli ",Tamil nadu,Management,UG,97250
"Great Lakes Institute of Management, Chennai ",Tamil nadu,Management,UG,1601000
Loyola Institute of Business Administration ,Tamil nadu,Management,UG,1526000
P.S.G College of Technology ,Tamil nadu,Management,UG,73910
"Department of Management Studies, Anna University ",Tamil nadu,Management,UG,20500
Vellore Institute of Technology ,Tamil nadu,Management,UG,57000
Bharathidasan Institute of Management ,Tamil nadu,Management,UG,710351
"School of Management, SRM IST, Kanchipuram ",Tamil nadu,Management,UG,110000
"Amrita Vishwa Vidyapeetham, Coimbatore ",Tamil nadu,Management,UG,1060000
PSG Institute of Management ,Tamil nadu,Management,UG,800000
Hindustan Institute of Technology and Science ,Tamil nadu,Management,UG,253000
Bannari Amman Institute of Technology ,Tamil nadu,Management,UG,45000
"Mepco Schlenk Engineering College, Sivakasi ",Tamil nadu,Management,UG,90000
Kongu Engineering College ,Tamil nadu,Management,UG,50000
Vel Tech Dr. RR & Dr. SR ,Tamil nadu,Management,UG,93000
Bharath University ,Tamil nadu,Management,UG,40000
Sairam Institute of Management Studies ,Tamil nadu,Management,UG,75000
"PSNA College of Engineering and Technology, Dindigul ",Tamil nadu,Management,UG,35000
"IIKM Business School, Chennai ",Tamil nadu,Management,UG,375000
Vivekananda Institute of Management Studies ,Tamil nadu,Management,UG,200000
GRG School of Management Studies ,Tamil nadu,Management,UG,40000
"Sona School of Management, Salem ",Tamil nadu,Management,UG,170000
DJ Academy for Managerial Excellence ,Tamil nadu,Management,UG,160000
Sardar Vallabhbhai Patel International School of Textile ,Tamil nadu,Management,UG,146000
"Karunya School of Management, Karunya University ",Tamil nadu,Management,UG,244000
Coimbatore Institute of Management and Technology ,Tamil nadu,Management,UG,120000
"ITM Business School, Chennai ",Tamil nadu,Management,UG,495000
SNS College of Technology ,Tamil nadu,Management,UG,35000
"Shailesh J. Mehta School of Management, IIT ",Maharashtra,Management,UG,691100
SP Jain Institute of Management and Research ,Maharashtra,Management,UG,1750000
"Jamnalal Bajaj Institute of Management Studies -[JBIMS], ",Maharashtra,Management,UG,305000
Symbiosis Institute of Business Management ,Maharashtra,Management,UG,980000
Narsee Monjee Institute of Management Studies ,Maharashtra,Management,UG,602000
Symbiosis Centre for Management and Human Resource ,Maharashtra,Management,UG,940000
National Institute of Industrial Engineering ,Maharashtra,Management,UG,104000
Prin. L. N. Welingkar Institute of Management ,Maharashtra,Management,UG,550000
"Bharati Vidyapeeth University, Institute of Management and ",Maharashtra,Management,UG,225000
"KJ Somaiya Institute of Management, Mumbai ",Maharashtra,Management,UG,817290
Institute of Management Technology ,Maharashtra,Management,UG,642000
"Sydenham Institute of Management Studies, Research & ",Maharashtra,Management,UG,138000
Symbiosis Institute of International Business ,Maharashtra,Management,UG,790000
Balaji Institute of Modern Management ,Maharashtra,Management,UG,480000
SIES School of Business Studies ,Maharashtra,Management,UG,350000
ITM Business School Kharghar ,Maharashtra,Management,UG,495000
Symbiosis Institute of Operations Management ,Maharashtra,Management,UG,1220000
Symbiosis Institute of Digital and Telecom Management ,Maharashtra,Management,UG,660000
Pune Institute of Business Management ,Maharashtra,Management,UG,795000
Vaikunth Mehta National Institute of Co-Operative Management ,Maharashtra,Management,UG,40000
N. L. Dalmia Institute of Management Studies ,Maharashtra,Management,UG,1020000
International School of Business and Media ,Maharashtra,Management,UG,685000
Universal Business School ,Maharashtra,Management,UG,428000
Balaji Institute of Management and Human Resource ,Maharashtra,Management,UG,530000
IIEBM Indus Business School ,Maharashtra,Management,UG,410000
DY Patil University's School of Management ,Maharashtra,Management,UG,120000
Symbiosis Centre for Information Technology ,Maharashtra,Management,UG,620000
Neville Wadia Institute of Management Studies and ,Maharashtra,Management,UG,170000
Bharati Vidyapeeth Institute of Management Studies & ,Maharashtra,Management,UG,400000
MIT College of Management ,Maharashtra,Management,UG,166340
Indian Institute of Management ,Uttar pradesh,Management,UG,1925000
"Industrial and Management Engineering, IIT Kanpur- [IME ",Uttar pradesh,Management,UG,900000
"Institute of Management Studies, Banaras Hindu University, ",Uttar pradesh,Management,UG,85000
Amity Global Business School ,Uttar pradesh,Management,UG,270000
Institute of Management Technology ,Uttar pradesh,Management,UG,127000
"Amity University, Noida ",Uttar pradesh,Management,UG,400000
Birla Institute of Management Technology ,Uttar pradesh,Management,UG,86500
Aligarh Muslim University ,Uttar pradesh,Management,UG,17395
"Jaipuria Institute of Management, Noida ",Uttar pradesh,Management,UG,535000
"Jaipuria Institute of Management, Lucknow ",Uttar pradesh,Management,UG,525000
Amity Business School ,Uttar pradesh,Management,UG,588000
Institute of Management Studies ,Uttar pradesh,Management,UG,795000
MNNIT Allahabad ,Uttar pradesh,Management,UG,82000
GL Bajaj Institute of Management and Research ,Uttar pradesh,Management,UG,340000
Institute of Technology and Science ,Uttar pradesh,Management,UG,300000
Jaipuria School of Business ,Uttar pradesh,Management,UG,750000
Ajay Kumar Garg Institute of Management ,Uttar pradesh,Management,UG,127943
Shri Ram Murti Smarak International Business School ,Uttar pradesh,Management,UG,25500
Institute of Management Studies ,Uttar pradesh,Management,UG,396000
Sanskriti University ,Uttar pradesh,Management,UG,90000
"Jaipuria Institute of Management, Ghaziabad ",Uttar pradesh,Management,UG,400000
"Mangalayatan University, Institute of Business Management ",Uttar pradesh,Management,UG,75000
Accurate Institute of Management and Technology ,Uttar pradesh,Management,UG,130000
"Shobhit University, School of Business Studies, Meerut ",Uttar pradesh,Management,UG,56200
Teerthanker Mahaveer Institute of Management and Technology ,Uttar pradesh,Management,UG,92600
"Lloyd Business School, Greater Noida ",Uttar pradesh,Management,UG,260000
Shri Ram Murti Smarak College of Engineering ,Uttar pradesh,Management,UG,134982
Galgotias University School of Business ,Uttar pradesh,Management,UG,100000
Institute of Business Management ,Uttar pradesh,Management,UG,135000
"Greater Noida Institute Of Technology MBA Institute, ",Uttar pradesh,Management,UG,64800
Department of Management Studies IIT Delhi ,Delhi ncr,Management,UG,480000
Management Development Institute ,Delhi ncr,Management,UG,2358000
Indian Institute of Management ,Delhi ncr,Management,UG,505000
International Management Institute ,Delhi ncr,Management,UG,869500
Indian Institute of Foreign Trade ,Delhi ncr,Management,UG,510000
"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Management,UG,40600
"Department of Commerce, University of Delhi, New ",Delhi ncr,Management,UG,15696
"University of Delhi, Faculty of Management Studies ",Delhi ncr,Management,UG,96000
FORE School of Management ,Delhi ncr,Management,UG,1598000
Amity Global Business School ,Delhi ncr,Management,UG,270000
Institute of Management Technology ,Delhi ncr,Management,UG,127000
"Amity University, Noida ",Delhi ncr,Management,UG,400000
Birla Institute of Management Technology ,Delhi ncr,Management,UG,86500
"Jaipuria Institute of Management, Noida ",Delhi ncr,Management,UG,535000
"University School of Management Studies, Guru Gobind ",Delhi ncr,Management,UG,70000
Jagan Institute of Management Studies ,Delhi ncr,Management,UG,430000
Lal Bahadur Shastri Institute of Management ,Delhi ncr,Management,UG,570000
Amity Business School ,Delhi ncr,Management,UG,588000
Asia Pacific Institute of Management ,Delhi ncr,Management,UG,965000
"IILM Institute for Business & Management [IILM-IBM], ",Delhi ncr,Management,UG,115000
"IILM Institute for Higher Education, New Delhi ",Delhi ncr,Management,UG,1240000
Institute of Management Studies ,Delhi ncr,Management,UG,795000
"O.P. Jindal Global University, Jindal Global Business ",Delhi ncr,Management,UG,450000
Fortune Institute of International Business ,Delhi ncr,Management,UG,890000
Apeejay School of Management ,Delhi ncr,Management,UG,450000
GL Bajaj Institute of Management and Research ,Delhi ncr,Management,UG,340000
"Faculty of Management Studies, Manav Rachna International ",Delhi ncr,Management,UG,298500
Institute of Technology and Science ,Delhi ncr,Management,UG,300000
Jagannath International Management School ,Delhi ncr,Management,UG,795000
JK Business School ,Delhi ncr,Management,UG,93000
IFMR Graduate School of Business ,Andhra pradesh,Management,UG,718000
K L University Business School ,Andhra pradesh,Management,UG,185000
GITAM Institute of Management ,Andhra pradesh,Management,UG,210000
K L University ,Andhra pradesh,Management,UG,285000
"Krea University, Sri City ",Andhra pradesh,Management,UG,1386000
Indian Institute of Management Visakhapatnam ,Andhra pradesh,Management,UG,1433250
GEMS B School ,Andhra pradesh,Management,UG,250000
VIT University ,Andhra pradesh,Management,UG,275000
Sri Venkateswara University ,Andhra pradesh,Management,UG,23200
"SRM University, Amaravathi ",Andhra pradesh,Management,UG,260000
Indian Institute of Tourism and Travel Management ,Andhra pradesh,Management,UG,108850
Integral Institute of Advanced Management ,Andhra pradesh,Management,UG,160000
"Sree Vidyanikethan Institute of Management, Tirupati ",Andhra pradesh,Management,UG,74000
Accord Business School ,Andhra pradesh,Management,UG,45000
VIT-AP School of Business ,Andhra pradesh,Management,UG,275000
Nimra College of Business Management ,Andhra pradesh,Management,UG,34000
"Wings Business School, Tirupati ",Andhra pradesh,Management,UG,50000
Sun International Institute for Tourism & Management- ,Andhra pradesh,Management,UG,130500
Satya Institute of Management Studies ,Andhra pradesh,Management,UG,41100
Sanskrithi School of Business ,Andhra pradesh,Management,UG,31500
Rajiv Gandhi Institute of Management and Science ,Andhra pradesh,Management,UG,30000
Emeralds Degree and PG College ,Andhra pradesh,Management,UG,28000
Ambedkar Institute of Management Studies ,Andhra pradesh,Management,UG,110000
"DNR School of Business Management, Bhimavaram ",Andhra pradesh,Management,UG,27000
Dr. K. V Subba Reddy Institute of ,Andhra pradesh,Management,UG,34500
Srinivasa Institute of Management Studies ,Andhra pradesh,Management,UG,35000
Sri Krishnadevaraya Institute of Management ,Andhra pradesh,Management,UG,10000
Indian Institute of Management ,Karnataka,Management,UG,2300000
T. A. Pai Management Institute ,Karnataka,Management,UG,755000
"Alliance University, Bangalore ",Karnataka,Management,UG,1350000
Jagdish Sheth School of Management ,Karnataka,Management,UG,1200000
"Christ University, Bangalore ",Karnataka,Management,UG,380000
Prin. L.N. Welingkar Institute of Management Development ,Karnataka,Management,UG,550000
SDM Institute for Management Development ,Karnataka,Management,UG,286000
Xavier Institute of Management and Entrepreneurship ,Karnataka,Management,UG,300000
Indus Business Academy ,Karnataka,Management,UG,481000
"AIMS Institutes, Bangalore ",Karnataka,Management,UG,228000
Symbiosis Institute of Business Management ,Karnataka,Management,UG,820000
Kristu Jayanti College ,Karnataka,Management,UG,80000
Manipal Academy of Higher Education ,Karnataka,Management,UG,401000
Ramaiah Institute of Technology ,Karnataka,Management,UG,79570
"REVA University, Bangalore ",Karnataka,Management,UG,90000
Kirloskar Institute of Advanced Management Studies ,Karnataka,Management,UG,1075000
RV Institute of Management ,Karnataka,Management,UG,75000
International School of Business and Research ,Karnataka,Management,UG,900000
St Aloysius Institute of Management and Information ,Karnataka,Management,UG,260000
KLS Gogte Institute of Technology ,Karnataka,Management,UG,108000
Agriculture and Food Management Institute ,Karnataka,Management,UG,165000
Dayananda Sagar College of Mangaement and Information ,Karnataka,Management,UG,63750
Adarsh Institute of Management and Information Technology ,Karnataka,Management,UG,500000
Bharatesh Education Trust's Global Business School ,Karnataka,Management,UG,111000
"Presidency University, School of Management, Bangalore ",Karnataka,Management,UG,165000
BMS College of Engineering ,Karnataka,Management,UG,25300
"The Oxford College of Business Management, Bangalore ",Karnataka,Management,UG,50000
KLS Institute of Management Education & Research ,Karnataka,Management,UG,210000
Indian Academy Group of Institutions ,Karnataka,Management,UG,277000
T John College ,Karnataka,Management,UG,88700
Indian School of Business ,Telangana,Management,UG,1020000
ICFAI Foundation for Higher Education ,Telangana,Management,UG,250000
ICFAI Business School ,Telangana,Management,UG,710000
Narsee Monjee Institute of Management Studies ,Telangana,Management,UG,252000
Institute of Management Technology ,Telangana,Management,UG,603000
Woxsen School of Business ,Telangana,Management,UG,305000
National Institute of Agricultural Extension Management ,Telangana,Management,UG,825000
Institute of Public Enterprise ,Telangana,Management,UG,455000
Birla Institute of Technology and Science ,Telangana,Management,UG,110125
Symbiosis Institute of Business Management ,Telangana,Management,UG,680000
"Aurora's Business School Panjagutta, Hyderabad ",Telangana,Management,UG,270000
Dhruva College of Management ,Telangana,Management,UG,655000
ICBM School of Business Excellence ,Telangana,Management,UG,576000
Vignana Jyothi Institute of Management ,Telangana,Management,UG,450000
CMR College of Engineering & Technology ,Telangana,Management,UG,50000
"Aristotle Post Graduate College, Hyderabad ",Telangana,Management,UG,40000
"St Joseph's Degree and PG College, Hyderabad ",Telangana,Management,UG,54000
Chaitanya Bharathi Institute of Technology ,Telangana,Management,UG,43000
"ITM Business School, Warangal ",Telangana,Management,UG,270000
